GISJOIN,YEAR,STATE,STATEA,COUNTY,full_name,AREANAME,total_white,free_black,total_asian,total_indian
G2800150,1870,Mississippi,280,Carroll,CARROLL,Carroll,9497,11550,0,0
G2800170,1870,Mississippi,280,Chickasaw,CHICKASAW,Chickasaw,9830,10069,0,0
G2800190,1870,Mississippi,280,Choctaw,CHOCTAW,Choctaw,12526,4462,0,0
G2800210,1870,Mississippi,280,Claiborne,CLAIBORNE,Claiborne,3390,9996,0,0
G2800230,1870,Mississippi,280,Clarke,CLARKE,Clarke,4073,3432,0,0
G2800270,1870,Mississippi,280,Coahoma,COAHOMA,Coahoma,1763,5381,0,0
G2800290,1870,Mississippi,280,Copiah,COPIAH,Copiah,10217,10390,0,1
G2800310,1870,Mississippi,280,Covington,COVINGTON,Covington,3106,1647,0,0
G2800330,1870,Mississippi,280,DeSoto,DESOTO,De Soto,14276,17745,0,0
G2800370,1870,Mississippi,280,Franklin,FRANKLIN,Franklin,3698,3800,0,0
G2800410,1870,Mississippi,280,Greene,GREENE,Greene,1666,372,0,0
G2800430,1870,Mississippi,280,Grenada,GRENADA,Grenada,3929,6642,0,0
G2800450,1870,Mississippi,280,Hancock,HANCOCK,Hancock,3053,1186,0,0
G2800470,1870,Mississippi,280,Harrison,HARRISON,Harrison,4368,1427,0,0
G2800490,1870,Mississippi,280,Hinds,HINDS,Hinds,9829,20659,0,0
G2800510,1870,Mississippi,280,Holmes,HOLMES,Holmes,6145,13225,0,0
G2800550,1870,Mississippi,280,Issaquena,ISSAQUENA,Issaquena,741,6146,0,0
G2800570,1870,Mississippi,280,Itawamba,ITAWAMBA,Itawamba,6826,986,0,0
G2800590,1870,Mississippi,280,Jackson,JACKSON,Jackson,3167,1194,0,1
G2800610,1870,Mississippi,280,Jasper,JASPER,Jasper,5801,4898,0,185
G2800630,1870,Mississippi,280,Jefferson,JEFFERSON,Jefferson,3215,10633,0,0
G2800670,1870,Mississippi,280,Jones,JONES,Jones,3005,308,0,0
G2800690,1870,Mississippi,280,Kemper,KEMPER,Kemper,5706,7214,0,0
G2800710,1870,Mississippi,280,Lafayette,LAFAYETTE,Lafayette,10819,7983,0,0
G2800750,1870,Mississippi,280,Lauderdale,LAUDERDALE,Lauderdale,7051,6411,0,0
G2800770,1870,Mississippi,280,Lawrence,LAWRENCE,Lawrence,3678,3042,0,0
G2800790,1870,Mississippi,280,Leake,LEAKE,Leake,5491,3005,0,0
G2800810,1870,Mississippi,280,Lee,LEE,Lee,11100,4855,0,0
G2800850,1870,Mississippi,280,Lincoln,LINCOLN,Lincoln,6022,4162,0,0
G2800870,1870,Mississippi,280,Lowndes,LOWNDES,Lowndes,7480,23022,0,0
G2800890,1870,Mississippi,280,Madison,MADISON,Madison,5809,15139,0,0
G2800910,1870,Mississippi,280,Marion,MARION,Marion,2562,1649,0,0
G2800930,1870,Mississippi,280,Marshall,MARSHALL,Marshall,12917,16499,0,0
G2800950,1870,Mississippi,280,Monroe,MONROE,Monroe,8631,14000,0,0
G2800990,1870,Mississippi,280,Neshoba,NESHOBA,Neshoba,5419,1703,0,317
G2801010,1870,Mississippi,280,Newton,NEWTON,Newton,6386,3386,0,295
G2801030,1870,Mississippi,280,Noxubee,NOXUBEE,Noxubee,5107,15798,0,0
G2801050,1870,Mississippi,280,Oktibbeha,OKTIBBEHA,Oktibbeha,5587,9304,0,0
G2801070,1870,Mississippi,280,Panola,PANOLA,Panola,8169,12585,0,0
G2801110,1870,Mississippi,280,Perry,PERRY,Perry,1971,723,0,0
G2801130,1870,Mississippi,280,Pike,PIKE,Pike,5990,5312,0,1
G2801150,1870,Mississippi,280,Pontotoc,PONTOTOC,Pontotoc,9513,3012,0,0
G2801170,1870,Mississippi,280,Prentiss,PRENTISS,Prentiss,7594,1754,0,0
G2801210,1870,Mississippi,280,Rankin,RANKIN,Rankin,5704,7273,0,0
G2801230,1870,Mississippi,280,Scott,SCOTT,Scott,4680,3167,0,0
G2801270,1870,Mississippi,280,Simpson,SIMPSON,Simpson,3569,2149,0,0
G2801290,1870,Mississippi,280,Smith,SMITH,Smith,5415,1711,0,0
G2801330,1870,Mississippi,280,Sunflower,SUNFLOWER,Sunflower,1772,3243,0,0
G2801350,1870,Mississippi,280,Tallahatchie,TALLAHATCHIE,Tallahatchie,3215,4637,0,0
G2801390,1870,Mississippi,280,Tippah,TIPPAH,Tippah,15636,5091,0,0
G2801410,1870,Mississippi,280,Tishomingo,TISHOMINGO,Tishomingo,6609,741,0,0
G2801430,1870,Mississippi,280,Tunica,TUNICA,Tunica,1231,4127,0,0
G2801490,1870,Mississippi,280,Warren,WARREN,Warren,7907,18862,0,0
G2801510,1870,Mississippi,280,Washington,WASHINGTON,Washington,2164,12405,0,0
G2801530,1870,Mississippi,280,Wayne,WAYNE,Wayne,2570,1636,0,0
G2801570,1870,Mississippi,280,Wilkinson,WILKINSON,Wilkinson,2698,10007,0,0
G2801590,1870,Mississippi,280,Winston,WINSTON,Winston,5572,3403,0,9
G2801610,1870,Mississippi,280,Yalobusha,YALOBUSHA,Yalobusha,6202,7052,0,0
G2801630,1870,Mississippi,280,Yazoo,YAZOO,Yazoo,4884,12395,0,0
G2900010,1870,Missouri,290,Adair,ADAIR,Adair,11305,143,0,0
G2900030,1870,Missouri,290,Andrew,ANDREW,Andrew,14736,401,0,0
G2900050,1870,Missouri,290,Atchison,ATCHISON,Atchison,8405,34,0,1
G2900070,1870,Missouri,290,Audrain,AUDRAIN,Audrain,11237,1070,0,0
G2900090,1870,Missouri,290,Barry,BARRY,Barry,10320,52,0,1
G2900110,1870,Missouri,290,Barton,BARTON,Barton,5068,19,0,0
G2900130,1870,Missouri,290,Bates,BATES,Bates,15840,120,0,0
G2900150,1870,Missouri,290,Benton,BENTON,Benton,11002,320,0,0
G2900170,1870,Missouri,290,Bollinger,BOLLINGER,Bollinger,8116,46,0,0
G2900190,1870,Missouri,290,Boone,BOONE,Boone,16727,4038,0,0
G2900210,1870,Missouri,290,Buchanan,BUCHANAN,Buchanan,33155,1953,0,1
G2900230,1870,Missouri,290,Butler,BUTLER,Butler,4275,21,0,2
G2900250,1870,Missouri,290,Caldwell,CALDWELL,Caldwell,11106,284,0,0
G2900270,1870,Missouri,290,Callaway,CALLAWAY,Callaway,15768,3434,0,0
G2900290,1870,Missouri,290,Camden,CAMDEN,Camden,5959,149,0,0
G2900310,1870,Missouri,290,Cape Girardeau,CAPE GIRARDEAU,Cape Girardeau,15912,1646,0,0
G2900330,1870,Missouri,290,Carroll,CARROLL,Carroll,16619,827,0,0
G2900350,1870,Missouri,290,Carter,CARTER,Carter,1425,30,0,0
G2900370,1870,Missouri,290,Cass,CASS,Cass,18793,502,0,1
G2900390,1870,Missouri,290,Cedar,CEDAR,Cedar,9363,111,0,0
G2900410,1870,Missouri,290,Chariton,CHARITON,Chariton,16336,2800,0,0
G2900430,1870,Missouri,290,Christian,CHRISTIAN,Christian,6592,114,0,1
G2900450,1870,Missouri,290,Clark,CLARK,Clark,13372,295,0,0
G2900470,1870,Missouri,290,Clay,CLAY,Clay,13718,1846,0,0
G2900490,1870,Missouri,290,Clinton,CLINTON,Clinton,13380,683,0,0
G2900510,1870,Missouri,290,Cole,COLE,Cole,9041,1251,0,0
G2900530,1870,Missouri,290,Cooper,COOPER,Cooper,17340,3352,0,0
G2900550,1870,Missouri,290,Crawford,CRAWFORD,Crawford,7896,86,0,0
G2900570,1870,Missouri,290,Dade,DADE,Dade,8479,204,0,0
G2900590,1870,Missouri,290,Dallas,DALLAS,Dallas,8294,89,0,0
G2900610,1870,Missouri,290,Daviess,DAVIESS,Daviess,14086,324,0,0
G2900630,1870,Missouri,290,DeKalb,DEKALB,De Kalb,9736,122,0,0
G2900650,1870,Missouri,290,Dent,DENT,Dent,6326,31,0,0
G2900670,1870,Missouri,290,Douglas,DOUGLAS,Douglas,3888,27,0,0
G2900690,1870,Missouri,290,Dunklin,DUNKLIN,Dunklin,5816,166,0,0
G2900710,1870,Missouri,290,Franklin,FRANKLIN,Franklin,27925,2173,0,0
G2900730,1870,Missouri,290,Gasconade,GASCONADE,Gasconade,10013,80,0,0
G2900750,1870,Missouri,290,Gentry,GENTRY,Gentry,11551,56,0,0
G2900770,1870,Missouri,290,Greene,GREENE,Greene,19393,2156,0,0
G2900790,1870,Missouri,290,Grundy,GRUNDY,Grundy,10452,115,0,0
G2900810,1870,Missouri,290,Harrison,HARRISON,Harrison,14625,10,0,0
G2900830,1870,Missouri,290,Henry,HENRY,Henry,16759,642,0,0
G2900850,1870,Missouri,290,Hickory,HICKORY,Hickory,6362,90,0,0
G2900870,1870,Missouri,290,Holt,HOLT,Holt,11468,184,0,0
G2900890,1870,Missouri,290,Howard,HOWARD,Howard,12040,5193,0,0
G2900910,1870,Missouri,290,Howell,HOWELL,Howell,4193,24,0,1
G2900930,1870,Missouri,290,Iron,IRON,Iron,5926,352,0,0
G2900950,1870,Missouri,290,Jackson,JACKSON,Jackson,49810,5223,0,8
G2900970,1870,Missouri,290,Jasper,JASPER,Jasper,14790,138,0,0
G2900990,1870,Missouri,290,Jefferson,JEFFERSON,Jefferson,14617,763,0,0
G2901010,1870,Missouri,290,Johnson,JOHNSON,Johnson,23189,1458,0,1
G2901030,1870,Missouri,290,Knox,KNOX,Knox,10774,200,0,0
G2901050,1870,Missouri,290,Laclede,LACLEDE,Laclede,9218,162,0,0
G2901070,1870,Missouri,290,Lafayette,LAFAYETTE,Lafayette,18582,4039,0,2
G2901090,1870,Missouri,290,Lawrence,LAWRENCE,Lawrence,12808,259,0,0
G2901110,1870,Missouri,290,Lewis,LEWIS,Lewis,13933,1181,0,0
G2901130,1870,Missouri,290,Lincoln,LINCOLN,Lincoln,13972,1987,0,1
G2901150,1870,Missouri,290,Linn,LINN,Linn,15158,742,0,0
G2901170,1870,Missouri,290,Livingston,LIVINGSTON,Livingston,15774,956,0,0
G2901190,1870,Missouri,290,McDonald,MCDONALD,Mcdonald,5189,37,0,0
G2901210,1870,Missouri,290,Macon,MACON,Macon,21734,1496,0,0
G2901230,1870,Missouri,290,Madison,MADISON,Madison,5688,159,2,0
G2901250,1870,Missouri,290,Maries,MARIES,Maries,5894,22,0,0
G2901270,1870,Missouri,290,Marion,MARION,Marion,20187,3592,0,1
G2901290,1870,Missouri,290,Mercer,MERCER,Mercer,11464,93,0,0
G2901310,1870,Missouri,290,Miller,MILLER,Miller,6440,176,0,0
G2901330,1870,Missouri,290,Mississippi,MISSISSIPPI,Mississippi,4063,919,0,0
G2901350,1870,Missouri,290,Moniteau,MONITEAU,Moniteau,10496,879,0,0
G2901370,1870,Missouri,290,Monroe,MONROE,Monroe,15144,2005,0,0
G2901390,1870,Missouri,290,Montgomery,MONTGOMERY,Montgomery,9466,939,0,0
G2901410,1870,Missouri,290,Morgan,MORGAN,Morgan,8127,307,0,0
G2901430,1870,Missouri,290,New Madrid,NEW MADRID,New Madrid,4931,1425,0,1
G2901450,1870,Missouri,290,Newton,NEWTON,Newton,12471,350,0,0
G2901470,1870,Missouri,290,Nodaway,NODAWAY,Nodaway,14663,87,0,1
G2901490,1870,Missouri,290,Oregon,OREGON,Oregon,3283,4,0,0
G2901510,1870,Missouri,290,Osage,OSAGE,Osage,10467,326,0,0
G2901530,1870,Missouri,290,Ozark,OZARK,Ozark,3351,12,0,0
G2901550,1870,Missouri,290,Pemiscot,PEMISCOT,Pemiscot,1911,148,0,0
G2901570,1870,Missouri,290,Perry,PERRY,Perry,9477,400,0,0
G2901590,1870,Missouri,290,Pettis,PETTIS,Pettis,16580,2126,0,0
G2901610,1870,Missouri,290,Phelps,PHELPS,Phelps,10212,294,0,0
G2901630,1870,Missouri,290,Pike,PIKE,Pike,18881,4195,0,0
G2901650,1870,Missouri,290,Platte,PLATTE,Platte,16160,1192,0,0
G2901670,1870,Missouri,290,Polk,POLK,Polk,12186,259,0,0
G2901690,1870,Missouri,290,Pulaski,PULASKI,Pulaski,4689,25,0,0
G2901710,1870,Missouri,290,Putnam,PUTNAM,Putnam,11208,9,0,0
G2901730,1870,Missouri,290,Ralls,RALLS,Ralls,9255,1255,0,0
G2901750,1870,Missouri,290,Randolph,RANDOLPH,Randolph,13774,2134,0,0
G2901770,1870,Missouri,290,Ray,RAY,Ray,16867,1833,0,0
G2901790,1870,Missouri,290,Reynolds,REYNOLDS,Reynolds,3745,11,0,0
G2901810,1870,Missouri,290,Ripley,RIPLEY,Ripley,3165,10,0,0
G2901830,1870,Missouri,290,St Charles,ST CHARLES,St Charles,19381,1922,0,1
G2901850,1870,Missouri,290,St Clair,ST CLAIR,St Clair,6590,152,0,0
G2901860,1870,Missouri,290,Ste Genevieve,STE GENEVIEVE,Ste Genevieve,7953,431,0,0
G2901870,1870,Missouri,290,St Francois,ST FRANCOIS,St Francois,9224,518,0,0
G2901890,1870,Missouri,290,St Louis,ST LOUIS,St Louis,324760,26387,1,41
G2901950,1870,Missouri,290,Saline,SALINE,Saline,17918,3754,0,0
G2901970,1870,Missouri,290,Schuyler,SCHUYLER,Schuyler,8806,14,0,0
G2901990,1870,Missouri,290,Scotland,SCOTLAND,Scotland,10541,129,0,0
G2902010,1870,Missouri,290,Scott,SCOTT,Scott,6991,326,0,0
G2902030,1870,Missouri,290,Shannon,SHANNON,Shannon,2336,3,0,0
G2902050,1870,Missouri,290,Shelby,SHELBY,Shelby,9540,571,0,8
G2902070,1870,Missouri,290,Stoddard,STODDARD,Stoddard,8465,70,0,0
G2902090,1870,Missouri,290,Stone,STONE,Stone,3233,20,0,0
G2902110,1870,Missouri,290,Sullivan,SULLIVAN,Sullivan,11865,42,0,0
G2902130,1870,Missouri,290,Taney,TANEY,Taney,4397,10,0,0
G2902150,1870,Missouri,290,Texas,TEXAS,Texas,9523,95,0,0
G2902170,1870,Missouri,290,Vernon,VERNON,Vernon,11165,82,0,0
G2902190,1870,Missouri,290,Warren,WARREN,Warren,8931,741,0,1
G2902210,1870,Missouri,290,Washington,WASHINGTON,Washington,10748,971,0,0
G2902230,1870,Missouri,290,Wayne,WAYNE,Wayne,6001,67,0,0
G2902250,1870,Missouri,290,Webster,WEBSTER,Webster,10185,248,0,1
G2902270,1870,Missouri,290,Worth,WORTH,Worth,5004,0,0,0
G2902290,1870,Missouri,290,Wright,WRIGHT,Wright,5658,26,0,0
G3050015,1870,Montana Territory,305,Beaverhead,BEAVERHEAD,Beaverhead,714,2,6,0
G3050035,1870,Montana Territory,305,Big Horn,BIG HORN,Big Horn,38,0,0,0
G3050055,1870,Montana Territory,305,Chouteau,CHOUTEAU,Chouteau,476,20,3,18
G3050095,1870,Montana Territory,305,Dawson,DAWSON,Dawson,161,4,0,12
G3050115,1870,Montana Territory,305,Deer Lodge,DEER LODGE,Deer Lodge,3551,15,776,25
G3050135,1870,Montana Territory,305,Gallatin,GALLATIN,Gallatin,1554,13,4,7
G3050155,1870,Montana Territory,305,Jefferson,JEFFERSON,Jefferson,1406,2,122,1
G3050175,1870,Montana Territory,305,Lewis And Clark,LEWIS AND CLARK,Lewis And Clark,4279,92,666,3
G3050195,1870,Montana Territory,305,Madison,MADISON,Madison,2361,20,299,4
G3050215,1870,Montana Territory,305,Meagher,MEAGHER,Meagher,1346,4,29,8
G3050235,1870,Montana Territory,305,Missoula,MISSOULA,Missoula,2420,11,44,79
G3100010,1870,Nebraska,310,Adams,ADAMS,Adams,19,0,0,0
G3100075,1870,Nebraska,310,Blackbird,BLACKBIRD,Blackbird,31,0,0,0
G3100190,1870,Nebraska,310,Buffalo,BUFFALO,Buffalo,192,1,0,0
G3100210,1870,Nebraska,310,Burt,BURT,Burt,2847,0,0,0
G3100230,1870,Nebraska,310,Butler,BUTLER,Butler,1286,4,0,0
G3100250,1870,Nebraska,310,Cass,CASS,Cass,8127,24,0,0
G3100270,1870,Nebraska,310,Cedar,CEDAR,Cedar,1030,1,0,1
G3100330,1870,Nebraska,310,Cheyenne,CHEYENNE,Cheyenne,187,3,0,0
G3100350,1870,Nebraska,310,Clay,CLAY,Clay,54,0,0,0
G3100370,1870,Nebraska,310,Colfax,COLFAX,Colfax,1417,7,0,0
G3100390,1870,Nebraska,310,Cuming,CUMING,Cuming,2964,0,0,0
G3100430,1870,Nebraska,310,Dakota,DAKOTA,Dakota,2040,0,0,0
G3100470,1870,Nebraska,310,Dawson,DAWSON,Dawson,103,0,0,0
G3100510,1870,Nebraska,310,Dixon,DIXON,Dixon,1345,0,0,0
G3100530,1870,Nebraska,310,Dodge,DODGE,Dodge,4208,4,0,0
G3100550,1870,Nebraska,310,Douglas,DOUGLAS,Douglas,19523,459,0,0
G3100590,1870,Nebraska,310,Fillmore,FILLMORE,Fillmore,238,0,0,0
G3100610,1870,Nebraska,310,Franklin,FRANKLIN,Franklin,26,0,0,0
G3100670,1870,Nebraska,310,Gage,GAGE,Gage,3357,2,0,0
G3100755,1870,Nebraska,310,Grant (old),GRANT (OLD),Grant (old),475,9,0,0
G3100790,1870,Nebraska,310,Hall,HALL,Hall,1057,0,0,0
G3100810,1870,Nebraska,310,Hamilton,HAMILTON,Hamilton,130,0,0,0
G3100835,1870,Nebraska,310,Harrison,HARRISON,Harrison,625,6,0,0
G3100935,1870,Nebraska,310,Jackson,JACKSON,Jackson,9,0,0,0
G3100950,1870,Nebraska,310,Jefferson,JEFFERSON,Jefferson,2440,0,0,0
G3100970,1870,Nebraska,310,Johnson,JOHNSON,Johnson,3429,0,0,0
G3100990,1870,Nebraska,310,Kearney,KEARNEY,Kearney,58,0,0,0
G3101090,1870,Nebraska,310,Lancaster,LANCASTER,Lancaster,7059,15,0,0
G3101095,1870,Nebraska,310,L'Eau Qui Court,L'EAU QUI COURT,L'Eau Qui,258,0,0,3
G3101110,1870,Nebraska,310,Lincoln,LINCOLN,Lincoln,17,0,0,0
G3101155,1870,Nebraska,310,Lyon,LYON,Lyon,78,0,0,0
G3101190,1870,Nebraska,310,Madison,MADISON,Madison,1133,0,0,0
G3101210,1870,Nebraska,310,Merrick,MERRICK,Merrick,557,0,0,0
G3101215,1870,Nebraska,310,Monroe,MONROE,Monroe,235,0,0,0
G3101270,1870,Nebraska,310,Nemaha,NEMAHA,Nemaha,7583,8,0,2
G3101290,1870,Nebraska,310,Nuckolls,NUCKOLLS,Nuckolls,8,0,0,0
G3101310,1870,Nebraska,310,Otoe,OTOE,Otoe,12123,219,0,3
G3101330,1870,Nebraska,310,Pawnee,PAWNEE,Pawnee,4171,0,0,0
G3101390,1870,Nebraska,310,Pierce,PIERCE,Pierce,152,0,0,0
G3101410,1870,Nebraska,310,Platte,PLATTE,Platte,1895,4,0,0
G3101430,1870,Nebraska,310,Polk,POLK,Polk,136,0,0,0
G3101470,1870,Nebraska,310,Richardson,RICHARDSON,Richardson,9692,10,0,78
G3101510,1870,Nebraska,310,Saline,SALINE,Saline,3106,0,0,0
G3101530,1870,Nebraska,310,Sarpy,SARPY,Sarpy,2911,2,0,0
G3101550,1870,Nebraska,310,Saunders,SAUNDERS,Saunders,4537,10,0,0
G3101590,1870,Nebraska,310,Seward,SEWARD,Seward,2953,0,0,0
G3101670,1870,Nebraska,310,Stanton,STANTON,Stanton,636,0,0,0
G3101675,1870,Nebraska,310,Taylor,TAYLOR,Taylor,97,0,0,0
G3101731,1870,Nebraska,310,Unorganized NW Territory,UNORGANIZED NW TERRITORY,Unorganized NW Territory,52,0,0,0
G3101733,1870,Nebraska,310,Unorganized Territory West of Madison County,UNORGANIZED TERRITORY WEST OF MADISON COUNTY,Unorganized Territory West of Madison County,183,0,0,0
G3101770,1870,Nebraska,310,Washington,WASHINGTON,Washington,4451,1,0,0
G3101790,1870,Nebraska,310,Wayne,WAYNE,Wayne,182,0,0,0
G3101810,1870,Nebraska,310,Webster,WEBSTER,Webster,16,0,0,0
G3101850,1870,Nebraska,310,York,YORK,York,604,0,0,0
G3109015,1870,Nebraska,310,Pawnee Reservation,PAWNEE RESERVATION,Pawnee Reservation,44,0,0,0
G3109035,1870,Nebraska,310,Winnebago Reservation,WINNEBAGO RESERVATION,Winnebago Reservation,31,0,0,0
G3200010,1870,Nevada,320,Churchill,CHURCHILL,Churchill,180,0,16,0
G3200050,1870,Nevada,320,Douglas,DOUGLAS,Douglas,1157,32,23,3
G3200070,1870,Nevada,320,Elko,ELKO,Elko,2975,33,439,0
G3200090,1870,Nevada,320,Esmeralda,ESMERALDA,Esmeralda,1489,8,56,0
G3200130,1870,Nevada,320,Humboldt,HUMBOLDT,Humboldt,1684,9,220,3
G3200150,1870,Nevada,320,Lander,LANDER,Lander,2566,31,218,0
G3200170,1870,Nevada,320,Lincoln,LINCOLN,Lincoln,2937,11,23,14
G3200190,1870,Nevada,320,Lyon,LYON,Lyon,1719,2,116,0
G3200230,1870,Nevada,320,Nye,NYE,Nye,1080,1,6,0
G3200250,1870,Nevada,320,Ormsby,ORMSBY,Ormsby,2868,31,769,0
G3200255,1870,Nevada,320,Rio Virgin,RIO VIRGIN,Rio Virgin,449,0,0,1
G3200275,1870,Nevada,320,Roop,ROOP,Roop,129,0,4,0
G3200290,1870,Nevada,320,Storey,STOREY,Storey,10514,96,749,0
G3200310,1870,Nevada,320,Washoe,WASHOE,Washoe,2831,36,221,3
G3200330,1870,Nevada,320,White Pine,WHITE PINE,White Pine,6830,67,292,0
G3300010,1870,New Hampshire,330,Belknap,BELKNAP,Belknap,17640,41,0,0
G3300030,1870,New Hampshire,330,Carroll,CARROLL,Carroll,17316,13,0,3
G3300050,1870,New Hampshire,330,Cheshire,CHESHIRE,Cheshire,27250,15,0,0
G3300070,1870,New Hampshire,330,Coos,COOS,Coos,14909,10,0,13
G3300090,1870,New Hampshire,330,Grafton,GRAFTON,Grafton,39062,41,0,0
G3300110,1870,New Hampshire,330,Hillsborough,HILLSBOROUGH,Hillsborough,64109,124,0,5
G3300130,1870,New Hampshire,330,Merrimack,MERRIMACK,Merrimack,42055,96,0,0
G3300150,1870,New Hampshire,330,Rockingham,ROCKINGHAM,Rockingham,47143,153,0,1
G3300170,1870,New Hampshire,330,Strafford,STRAFFORD,Strafford,30199,44,0,0
G3300190,1870,New Hampshire,330,Sullivan,SULLIVAN,Sullivan,18014,43,0,1
G3400010,1870,New Jersey,340,Atlantic,ATLANTIC,Atlantic,13909,184,0,0
G3400030,1870,New Jersey,340,Bergen,BERGEN,Bergen,28489,1632,1,0
G3400050,1870,New Jersey,340,Burlington,BURLINGTON,Burlington,51098,2540,0,1
G3400070,1870,New Jersey,340,Camden,CAMDEN,Camden,41751,4430,0,12
G3400090,1870,New Jersey,340,Cape May,CAPE MAY,Cape May,7922,427,0,0
G3400110,1870,New Jersey,340,Cumberland,CUMBERLAND,Cumberland,32898,1767,0,0
G3400130,1870,New Jersey,340,Essex,ESSEX,Essex,141296,2539,2,2
G3400150,1870,New Jersey,340,Gloucester,GLOUCESTER,Gloucester,20589,973,0,0
G3400170,1870,New Jersey,340,Hudson,HUDSON,Hudson,128016,1050,0,1
G3400190,1870,New Jersey,340,Hunterdon,HUNTERDON,Hunterdon,36329,634,0,0
G3400210,1870,New Jersey,340,Mercer,MERCER,Mercer,44018,2368,0,0
G3400230,1870,New Jersey,340,Middlesex,MIDDLESEX,Middlesex,43474,1545,10,0
G3400250,1870,New Jersey,340,Monmouth,MONMOUTH,Monmouth,43285,2910,0,0
G3400270,1870,New Jersey,340,Morris,MORRIS,Morris,42403,733,1,0
G3400290,1870,New Jersey,340,Ocean,OCEAN,Ocean,13511,117,0,0
G3400310,1870,New Jersey,340,Passaic,PASSAIC,Passaic,45741,675,0,0
G3400330,1870,New Jersey,340,Salem,SALEM,Salem,21203,2737,0,0
G3400350,1870,New Jersey,340,Somerset,SOMERSET,Somerset,21985,1524,1,0
G3400370,1870,New Jersey,340,Sussex,SUSSEX,Sussex,22972,196,0,0
G3400390,1870,New Jersey,340,Union,UNION,Union,40563,1296,0,0
G3400410,1870,New Jersey,340,Warren,WARREN,Warren,33955,381,0,0
G3550035,1870,New Mexico Territory,355,Bernalillo,BERNALILLO,Bernalillo,7473,7,0,111
G3550075,1870,New Mexico Territory,355,Colfax,COLFAX,Colfax,1960,10,0,22
G3550115,1870,New Mexico Territory,355,Dona Ana,DONA ANA,Dona Ana,5862,1,0,1
G3550155,1870,New Mexico Territory,355,Grant,GRANT,Grant,1134,9,0,0
G3550195,1870,New Mexico Territory,355,Lincoln,LINCOLN,Lincoln,1789,14,0,0
G3550255,1870,New Mexico Territory,355,Mora,MORA,Mora,7986,18,0,52
G3550315,1870,New Mexico Territory,355,Rio Arriba,RIO ARRIBA,Rio Arriba,8976,2,0,316
G3550395,1870,New Mexico Territory,355,San Miguel,SAN MIGUEL,San Miguel,15924,17,0,117
G3550415,1870,New Mexico Territory,355,Santa Anna,SANTA ANNA,Santa Anna,2534,24,0,41
G3550435,1870,New Mexico Territory,355,Santa Fe,SANTA FE,Santa Fe,9585,38,0,76
G3550475,1870,New Mexico Territory,355,Socorro,SOCORRO,Socorro,6537,19,0,47
G3550495,1870,New Mexico Territory,355,Taos,TAOS,Taos,11792,3,0,284
G3550555,1870,New Mexico Territory,355,Valencia,VALENCIA,Valencia,8841,10,0,242
G3600010,1870,New York,360,Albany,ALBANY,Albany,131957,1095,0,0
G3600030,1870,New York,360,Allegany,ALLEGANY,Allegany,40465,349,0,0
G3600070,1870,New York,360,Broome,BROOME,Broome,43622,481,0,0
G3600090,1870,New York,360,Cattaraugus,CATTARAUGUS,Cattaraugus,43745,164,0,0
G3600110,1870,New York,360,Cayuga,CAYUGA,Cayuga,58890,657,0,3
G3600130,1870,New York,360,Chautauqua,CHAUTAUQUA,Chautauqua,59127,195,0,5
G3600150,1870,New York,360,Chemung,CHEMUNG,Chemung,34484,793,0,4
G3600170,1870,New York,360,Chenango,CHENANGO,Chenango,40259,302,0,3
G3600190,1870,New York,360,Clinton,CLINTON,Clinton,47819,128,0,0
G3600210,1870,New York,360,Columbia,COLUMBIA,Columbia,45730,1312,1,1
G3600230,1870,New York,360,Cortland,CORTLAND,Cortland,25115,58,0,0
G3600250,1870,New York,360,Delaware,DELAWARE,Delaware,42740,232,0,0
G3600270,1870,New York,360,Dutchess,DUTCHESS,Dutchess,71926,2113,2,0
G3600290,1870,New York,360,Erie,ERIE,Erie,177841,858,0,0
G3600310,1870,New York,360,Essex,ESSEX,Essex,28962,80,0,0
G3600330,1870,New York,360,Franklin,FRANKLIN,Franklin,30244,27,0,0
G3600350,1870,New York,360,Fulton,FULTON,Fulton,26835,221,0,8
G3600370,1870,New York,360,Genesee,GENESEE,Genesee,31453,153,0,0
G3600390,1870,New York,360,Greene,GREENE,Greene,31203,629,0,0
G3600410,1870,New York,360,Hamilton,HAMILTON,Hamilton,2958,1,0,1
G3600430,1870,New York,360,Herkimer,HERKIMER,Herkimer,39696,226,0,7
G3600450,1870,New York,360,Jefferson,JEFFERSON,Jefferson,65178,236,0,1
G3600470,1870,New York,360,Kings,KINGS,Kings,414254,5653,7,7
G3600490,1870,New York,360,Lewis,LEWIS,Lewis,28642,54,0,3
G3600510,1870,New York,360,Livingston,LIVINGSTON,Livingston,38094,215,0,0
G3600530,1870,New York,360,Madison,MADISON,Madison,43124,313,0,85
G3600550,1870,New York,360,Monroe,MONROE,Monroe,117263,605,0,0
G3600570,1870,New York,360,Montgomery,MONTGOMERY,Montgomery,34102,351,0,4
G3600610,1870,New York,360,New York,NEW YORK,New York,929199,13072,12,9
G3600630,1870,New York,360,Niagara,NIAGARA,Niagara,49989,448,0,0
G3600650,1870,New York,360,Oneida,ONEIDA,Oneida,109358,590,0,60
G3600670,1870,New York,360,Onondaga,ONONDAGA,Onondaga,103475,707,0,1
G3600690,1870,New York,360,Ontario,ONTARIO,Ontario,44578,530,0,0
G3600710,1870,New York,360,Orange,ORANGE,Orange,78370,2524,0,8
