GISJOIN,YEAR,STATE,STATEA,COUNTY,full_name,COUNTYA,AREANAME,total_population,total_white,free_black,total_slave
G2902210,1850,Missouri,290,Washington,WASHINGTON,2210,Washington,8811,7713,23,1075
G2902230,1850,Missouri,290,Wayne,WAYNE,2230,Wayne,4518,4152,6,360
G2902290,1850,Missouri,290,Wright,WRIGHT,2290,Wright,3387,3305,0,82
G3300010,1850,New Hampshire,330,Belknap,BELKNAP,10,Belknap,17721,17692,29,0
G3300030,1850,New Hampshire,330,Carroll,CARROLL,30,Carroll,20157,20155,2,0
G3300050,1850,New Hampshire,330,Cheshire,CHESHIRE,50,Cheshire,30144,30116,28,0
G3300070,1850,New Hampshire,330,Coos,COOS,70,Coos,11853,11849,4,0
G3300090,1850,New Hampshire,330,Grafton,GRAFTON,90,Grafton,42343,42316,27,0
G3300110,1850,New Hampshire,330,Hillsborough,HILLSBOROUGH,110,Hillsborough,57478,57359,119,0
G3300130,1850,New Hampshire,330,Merrimack,MERRIMACK,130,Merrimack,40337,40244,93,0
G3300150,1850,New Hampshire,330,Rockingham,ROCKINGHAM,150,Rockingham,49194,49067,127,0
G3300170,1850,New Hampshire,330,Strafford,STRAFFORD,170,Strafford,29374,29324,50,0
G3300190,1850,New Hampshire,330,Sullivan,SULLIVAN,190,Sullivan,19375,19334,41,0
G3400010,1850,New Jersey,340,Atlantic,ATLANTIC,10,Atlantic,8961,8743,217,1
G3400030,1850,New Jersey,340,Bergen,BERGEN,30,Bergen,14725,13060,1624,41
G3400050,1850,New Jersey,340,Burlington,BURLINGTON,50,Burlington,43203,41094,2109,0
G3400070,1850,New Jersey,340,Camden,CAMDEN,70,Camden,25422,23192,2230,0
G3400090,1850,New Jersey,340,Cape May,CAPE MAY,90,Cape May,6433,6186,247,0
G3400110,1850,New Jersey,340,Cumberland,CUMBERLAND,110,Cumberland,17189,16059,1130,0
G3400130,1850,New Jersey,340,Essex,ESSEX,130,Essex,73950,71616,2328,6
G3400150,1850,New Jersey,340,Gloucester,GLOUCESTER,150,Gloucester,14655,14035,620,0
G3400170,1850,New Jersey,340,Hudson,HUDSON,170,Hudson,21822,21319,500,3
G3400190,1850,New Jersey,340,Hunterdon,HUNTERDON,190,Hunterdon,28990,28173,808,9
G3400210,1850,New Jersey,340,Mercer,MERCER,210,Mercer,27992,25950,2036,6
G3400230,1850,New Jersey,340,Middlesex,MIDDLESEX,230,Middlesex,28635,27255,1369,11
G3400250,1850,New Jersey,340,Monmouth,MONMOUTH,250,Monmouth,30313,27915,2323,75
G3400270,1850,New Jersey,340,Morris,MORRIS,270,Morris,30158,29131,1008,19
G3400290,1850,New Jersey,340,Ocean,OCEAN,290,Ocean,10032,9892,140,0
G3400310,1850,New Jersey,340,Passaic,PASSAIC,310,Passaic,22569,21923,615,31
G3400330,1850,New Jersey,340,Salem,SALEM,330,Salem,19467,17392,2075,0
G3400350,1850,New Jersey,340,Somerset,SOMERSET,350,Somerset,19692,17950,1711,31
G3400370,1850,New Jersey,340,Sussex,SUSSEX,370,Sussex,22989,22648,340,1
G3400410,1850,New Jersey,340,Warren,WARREN,410,Warren,22358,21976,380,2
G3550035,1850,New Mexico Territory,355,Bernalillo,BERNALILLO,35,Bernalillo,7751,7749,2,0
G3550315,1850,New Mexico Territory,355,Rio Arriba,RIO ARRIBA,315,Rio Arriba,10668,10667,1,0
G3550395,1850,New Mexico Territory,355,San Miguel,SAN MIGUEL,395,San Miguel,7074,7070,4,0
G3550415,1850,New Mexico Territory,355,Santa Anna,SANTA ANNA,415,Santa Anna,4645,4644,1,0
G3550435,1850,New Mexico Territory,355,Santa Fe,SANTA FE,435,Santa Fe,7713,7699,14,0
G3550495,1850,New Mexico Territory,355,Taos,TAOS,495,Taos,9507,9507,0,0
G3550555,1850,New Mexico Territory,355,Valencia,VALENCIA,555,Valencia,14189,14189,0,0
G3600010,1850,New York,360,Albany,ALBANY,10,Albany,93279,92085,1194,0
G3600030,1850,New York,360,Allegany,ALLEGANY,30,Allegany,37808,37680,128,0
G3600070,1850,New York,360,Broome,BROOME,70,Broome,30660,30229,431,0
G3600090,1850,New York,360,Cattaraugus,CATTARAUGUS,90,Cattaraugus,38950,38848,102,0
G3600110,1850,New York,360,Cayuga,CAYUGA,110,Cayuga,55458,54915,543,0
G3600130,1850,New York,360,Chautauqua,CHAUTAUQUA,130,Chautauqua,50493,50353,140,0
G3600150,1850,New York,360,Chemung,CHEMUNG,150,Chemung,28821,28535,286,0
G3600170,1850,New York,360,Chenango,CHENANGO,170,Chenango,40311,40047,264,0
G3600190,1850,New York,360,Clinton,CLINTON,190,Clinton,40047,39935,112,0
G3600210,1850,New York,360,Columbia,COLUMBIA,210,Columbia,43073,41761,1312,0
G3600230,1850,New York,360,Cortland,CORTLAND,230,Cortland,25140,25098,42,0
G3600250,1850,New York,360,Delaware,DELAWARE,250,Delaware,39834,39633,201,0
G3600270,1850,New York,360,Dutchess,DUTCHESS,270,Dutchess,58992,57022,1970,0
G3600290,1850,New York,360,Erie,ERIE,290,Erie,100993,100168,825,0
G3600310,1850,New York,360,Essex,ESSEX,310,Essex,31148,31098,50,0
G3600330,1850,New York,360,Franklin,FRANKLIN,330,Franklin,25102,25040,62,0
G3600350,1850,New York,360,Fulton,FULTON,350,Fulton,20171,20069,102,0
G3600370,1850,New York,360,Genesee,GENESEE,370,Genesee,28488,28411,77,0
G3600390,1850,New York,360,Greene,GREENE,390,Greene,33126,32231,895,0
G3600410,1850,New York,360,Hamilton,HAMILTON,410,Hamilton,2188,2186,2,0
G3600430,1850,New York,360,Herkimer,HERKIMER,430,Herkimer,38244,38041,203,0
G3600450,1850,New York,360,Jefferson,JEFFERSON,450,Jefferson,68153,67962,191,0
G3600470,1850,New York,360,Kings,KINGS,470,Kings,138882,134817,4065,0
G3600490,1850,New York,360,Lewis,LEWIS,490,Lewis,24564,24522,42,0
G3600510,1850,New York,360,Livingston,LIVINGSTON,510,Livingston,40875,40666,209,0
G3600530,1850,New York,360,Madison,MADISON,530,Madison,43072,42774,298,0
G3600550,1850,New York,360,Monroe,MONROE,550,Monroe,87650,86951,699,0
G3600570,1850,New York,360,Montgomery,MONTGOMERY,570,Montgomery,31992,31518,474,0
G3600610,1850,New York,360,New York,NEW YORK,610,New York,515547,501732,13815,0
G3600630,1850,New York,360,Niagara,NIAGARA,630,Niagara,42276,41959,317,0
G3600650,1850,New York,360,Oneida,ONEIDA,650,Oneida,99566,98894,672,0
G3600670,1850,New York,360,Onondaga,ONONDAGA,670,Onondaga,85890,85277,613,0
G3600690,1850,New York,360,Ontario,ONTARIO,690,Ontario,43929,43319,610,0
G3600710,1850,New York,360,Orange,ORANGE,710,Orange,57145,54681,2464,0
G3600730,1850,New York,360,Orleans,ORLEANS,730,Orleans,28501,28393,108,0
G3600750,1850,New York,360,Oswego,OSWEGO,750,Oswego,62198,61983,215,0
G3600770,1850,New York,360,Otsego,OTSEGO,770,Otsego,48638,48463,175,0
G3600790,1850,New York,360,Putnam,PUTNAM,790,Putnam,14138,14000,138,0
G3600810,1850,New York,360,Queens,QUEENS,810,Queens,36833,33382,3451,0
G3600830,1850,New York,360,Rensselaer,RENSSELAER,830,Rensselaer,73363,72344,1019,0
G3600850,1850,New York,360,Richmond,RICHMOND,850,Richmond,15061,14471,590,0
G3600870,1850,New York,360,Rockland,ROCKLAND,870,Rockland,16962,16366,596,0
G3600890,1850,New York,360,St Lawrence,ST LAWRENCE,890,St Lawrence,68617,68578,39,0
G3600910,1850,New York,360,Saratoga,SARATOGA,910,Saratoga,45646,45028,618,0
G3600930,1850,New York,360,Schenectady,SCHENECTADY,930,Schenectady,20054,19666,388,0
G3600950,1850,New York,360,Schoharie,SCHOHARIE,950,Schoharie,33548,33070,478,0
G3600990,1850,New York,360,Seneca,SENECA,990,Seneca,25441,25260,181,0
G3601010,1850,New York,360,Steuben,STEUBEN,1010,Steuben,63771,63400,371,0
G3601030,1850,New York,360,Suffolk,SUFFOLK,1030,Suffolk,36922,34805,2117,0
G3601050,1850,New York,360,Sullivan,SULLIVAN,1050,Sullivan,25088,24988,100,0
G3601070,1850,New York,360,Tioga,TIOGA,1070,Tioga,24880,24683,197,0
G3601090,1850,New York,360,Tompkins,TOMPKINS,1090,Tompkins,38746,38421,325,0
G3601110,1850,New York,360,Ulster,ULSTER,1110,Ulster,59384,57799,1585,0
G3601130,1850,New York,360,Warren,WARREN,1130,Warren,17199,17153,46,0
G3601150,1850,New York,360,Washington,WASHINGTON,1150,Washington,44750,44400,350,0
G3601170,1850,New York,360,Wayne,WAYNE,1170,Wayne,44953,44685,268,0
G3601190,1850,New York,360,Westchester,WESTCHESTER,1190,Westchester,58263,56188,2075,0
G3601210,1850,New York,360,Wyoming,WYOMING,1210,Wyoming,31981,31917,64,0
G3601230,1850,New York,360,Yates,YATES,1230,Yates,20590,20425,165,0
G3700010,1850,North Carolina,370,Alamance,ALAMANCE,10,Alamance,11444,7921,327,3196
G3700030,1850,North Carolina,370,Alexander,ALEXANDER,30,Alexander,5220,4653,24,543
G3700070,1850,North Carolina,370,Anson,ANSON,70,Anson,13489,6554,103,6832
G3700090,1850,North Carolina,370,Ashe,ASHE,90,Ashe,8777,8096,86,595
G3700130,1850,North Carolina,370,Beaufort,BEAUFORT,130,Beaufort,13816,7664,903,5249
G3700150,1850,North Carolina,370,Bertie,BERTIE,150,Bertie,12851,5335,322,7194
G3700170,1850,North Carolina,370,Bladen,BLADEN,170,Bladen,9767,5049,360,4358
G3700190,1850,North Carolina,370,Brunswick,BRUNSWICK,190,Brunswick,7272,3651,319,3302
G3700210,1850,North Carolina,370,Buncombe,BUNCOMBE,210,Buncombe,13425,11601,107,1717
G3700230,1850,North Carolina,370,Burke,BURKE,230,Burke,7772,5477,163,2132
G3700250,1850,North Carolina,370,Cabarrus,CABARRUS,250,Cabarrus,9747,6942,120,2685
G3700270,1850,North Carolina,370,Caldwell,CALDWELL,270,Caldwell,6317,5005,109,1203
G3700290,1850,North Carolina,370,Camden,CAMDEN,290,Camden,6049,3565,297,2187
G3700310,1850,North Carolina,370,Carteret,CARTERET,310,Carteret,6939,5166,150,1623
G3700330,1850,North Carolina,370,Caswell,CASWELL,330,Caswell,15269,7076,423,7770
G3700350,1850,North Carolina,370,Catawba,CATAWBA,350,Catawba,8862,7275,18,1569
G3700370,1850,North Carolina,370,Chatham,CHATHAM,370,Chatham,18449,12161,303,5985
G3700390,1850,North Carolina,370,Cherokee,CHEROKEE,390,Cherokee,6838,6493,8,337
G3700410,1850,North Carolina,370,Chowan,CHOWAN,410,Chowan,6721,2939,109,3673
G3700450,1850,North Carolina,370,Cleveland,CLEVELAND,450,Cleveland,10396,8591,58,1747
G3700470,1850,North Carolina,370,Columbus,COLUMBUS,470,Columbus,5909,4255,151,1503
G3700490,1850,North Carolina,370,Craven,CRAVEN,490,Craven,14709,7220,1538,5951
G3700510,1850,North Carolina,370,Cumberland,CUMBERLAND,510,Cumberland,20610,12447,946,7217
G3700530,1850,North Carolina,370,Currituck,CURRITUCK,530,Currituck,7236,4599,190,2447
G3700570,1850,North Carolina,370,Davidson,DAVIDSON,570,Davidson,15320,12137,191,2992
G3700590,1850,North Carolina,370,Davie,DAVIE,590,Davie,7866,5612,83,2171
G3700610,1850,North Carolina,370,Duplin,DUPLIN,610,Duplin,13514,7162,345,6007
G3700650,1850,North Carolina,370,Edgecombe,EDGECOMBE,650,Edgecombe,17189,8359,283,8547
G3700670,1850,North Carolina,370,Forsyth,FORSYTH,670,Forsyth,11168,9661,154,1353
G3700690,1850,North Carolina,370,Franklin,FRANKLIN,690,Franklin,11713,5643,563,5507
G3700710,1850,North Carolina,370,Gaston,GASTON,710,Gaston,8073,5935,26,2112
G3700730,1850,North Carolina,370,Gates,GATES,730,Gates,8426,4159,396,3871
G3700770,1850,North Carolina,370,Granville,GRANVILLE,770,Granville,21249,10294,1090,9865
G3700790,1850,North Carolina,370,Greene,GREENE,790,Greene,6619,3259,116,3244
G3700810,1850,North Carolina,370,Guilford,GUILFORD,810,Guilford,19754,15874,694,3186
G3700830,1850,North Carolina,370,Halifax,HALIFAX,830,Halifax,16589,5765,1870,8954
G3700870,1850,North Carolina,370,Haywood,HAYWOOD,870,Haywood,7074,6641,15,418
G3700890,1850,North Carolina,370,Henderson,HENDERSON,890,Henderson,6853,5892,37,924
G3700910,1850,North Carolina,370,Hertford,HERTFORD,910,Hertford,8142,3553,873,3716
G3700950,1850,North Carolina,370,Hyde,HYDE,950,Hyde,7636,4756,253,2627
G3700970,1850,North Carolina,370,Iredell,IREDELL,970,Iredell,14719,10547,30,4142
G3701010,1850,North Carolina,370,Johnston,JOHNSTON,1010,Johnston,13726,8879,184,4663
G3701030,1850,North Carolina,370,Jones,JONES,1030,Jones,5038,2139,142,2757
G3701070,1850,North Carolina,370,Lenoir,LENOIR,1070,Lenoir,7828,3567,145,4116
G3701090,1850,North Carolina,370,Lincoln,LINCOLN,1090,Lincoln,7746,5655,36,2055
G3701110,1850,North Carolina,370,McDowell,MCDOWELL,1110,Mcdowell,6246,4771,213,1262
G3701130,1850,North Carolina,370,Macon,MACON,1130,Macon,6389,5734,106,549
G3701170,1850,North Carolina,370,Martin,MARTIN,1170,Martin,8307,4617,323,3367
G3701190,1850,North Carolina,370,Mecklenburg,MECKLENBURG,1190,Mecklenburg,13914,8285,156,5473
G3701230,1850,North Carolina,370,Montgomery,MONTGOMERY,1230,Montgomery,6872,5055,44,1773
G3701250,1850,North Carolina,370,Moore,MOORE,1250,Moore,9342,7196,170,1976
G3701270,1850,North Carolina,370,Nash,NASH,1270,Nash,10657,5972,629,4056
G3701290,1850,North Carolina,370,New Hanover,NEW HANOVER,1290,New Hanover,17668,8201,886,8581
G3701310,1850,North Carolina,370,Northampton,NORTHAMPTON,1310,Northampton,13335,5994,830,6511
G3701330,1850,North Carolina,370,Onslow,ONSLOW,1330,Onslow,8283,5003,172,3108
G3701350,1850,North Carolina,370,Orange,ORANGE,1350,Orange,17055,11330,481,5244
G3701390,1850,North Carolina,370,Pasquotank,PASQUOTANK,1390,Pasquotank,8950,4610,1235,3105
G3701430,1850,North Carolina,370,Perquimans,PERQUIMANS,1430,Perquimans,7332,3630,450,3252
G3701450,1850,North Carolina,370,Person,PERSON,1450,Person,10781,5593,295,4893
G3701470,1850,North Carolina,370,Pitt,PITT,1470,Pitt,13397,6664,100,6633
G3701510,1850,North Carolina,370,Randolph,RANDOLPH,1510,Randolph,15832,13787,405,1640
G3701530,1850,North Carolina,370,Richmond,RICHMOND,1530,Richmond,9818,4889,225,4704
G3701550,1850,North Carolina,370,Robeson,ROBESON,1550,Robeson,12826,7231,1230,4365
G3701570,1850,North Carolina,370,Rockingham,ROCKINGHAM,1570,Rockingham,14495,8747,419,5329
G3701590,1850,North Carolina,370,Rowan,ROWAN,1590,Rowan,13870,9900,116,3854
G3701610,1850,North Carolina,370,Rutherford,RUTHERFORD,1610,Rutherford,13550,10425,220,2905
G3701630,1850,North Carolina,370,Sampson,SAMPSON,1630,Sampson,14585,8423,477,5685
G3701670,1850,North Carolina,370,Stanly,STANLY,1670,Stanly,6922,5437,49,1436
G3701690,1850,North Carolina,370,Stokes,STOKES,1690,Stokes,9206,7264,149,1793
G3701710,1850,North Carolina,370,Surry,SURRY,1710,Surry,18443,16159,284,2000
G3701770,1850,North Carolina,370,Tyrrell,TYRRELL,1770,Tyrrell,5133,3301,130,1702
G3701790,1850,North Carolina,370,Union,UNION,1790,Union,10051,8018,51,1982
G3701830,1850,North Carolina,370,Wake,WAKE,1830,Wake,24888,14173,1306,9409
G3701850,1850,North Carolina,370,Warren,WARREN,1850,Warren,13912,4601,444,8867
G3701870,1850,North Carolina,370,Washington,WASHINGTON,1870,Washington,5664,3209,240,2215
G3701890,1850,North Carolina,370,Watauga,WATAUGA,1890,Watauga,3400,3242,29,129
G3701910,1850,North Carolina,370,Wayne,WAYNE,1910,Wayne,13486,7801,665,5020
G3701930,1850,North Carolina,370,Wilkes,WILKES,1930,Wilkes,12099,10733,224,1142
G3701990,1850,North Carolina,370,Yancey,YANCEY,1990,Yancey,8205,7809,50,346
G3900010,1850,Ohio,390,Adams,ADAMS,10,Adams,18883,18828,55,0
G3900030,1850,Ohio,390,Allen,ALLEN,30,Allen,12109,12082,27,0
G3900050,1850,Ohio,390,Ashland,ASHLAND,50,Ashland,23813,23810,3,0
G3900070,1850,Ohio,390,Ashtabula,ASHTABULA,70,Ashtabula,28767,28724,43,0
G3900090,1850,Ohio,390,Athens,ATHENS,90,Athens,18215,18109,106,0
G3900110,1850,Ohio,390,Auglaize,AUGLAIZE,110,Auglaize,11338,11251,87,0
G3900130,1850,Ohio,390,Belmont,BELMONT,130,Belmont,34600,33822,778,0
G3900150,1850,Ohio,390,Brown,BROWN,150,Brown,27332,26469,863,0
G3900170,1850,Ohio,390,Butler,BUTLER,170,Butler,30789,30422,367,0
G3900190,1850,Ohio,390,Carroll,CARROLL,190,Carroll,17685,17633,52,0
G3900210,1850,Ohio,390,Champaign,CHAMPAIGN,210,Champaign,19782,19288,494,0
G3900230,1850,Ohio,390,Clark,CLARK,230,Clark,22178,21855,323,0
G3900250,1850,Ohio,390,Clermont,CLERMONT,250,Clermont,30455,30043,412,0
G3900270,1850,Ohio,390,Clinton,CLINTON,270,Clinton,18838,18240,598,0
G3900290,1850,Ohio,390,Columbiana,COLUMBIANA,290,Columbiana,33621,33439,182,0
G3900310,1850,Ohio,390,Coshocton,COSHOCTON,310,Coshocton,25674,25630,44,0
G3900330,1850,Ohio,390,Crawford,CRAWFORD,330,Crawford,18177,18167,10,0
G3900350,1850,Ohio,390,Cuyahoga,CUYAHOGA,350,Cuyahoga,48099,47740,359,0
G3900370,1850,Ohio,390,Darke,DARKE,370,Darke,20276,20028,248,0
G3900390,1850,Ohio,390,Defiance,DEFIANCE,390,Defiance,6966,6947,19,0
G3900410,1850,Ohio,390,Delaware,DELAWARE,410,Delaware,21817,21682,135,0
G3900430,1850,Ohio,390,Erie,ERIE,430,Erie,18568,18366,202,0
G3900450,1850,Ohio,390,Fairfield,FAIRFIELD,450,Fairfield,30264,29984,280,0
G3900470,1850,Ohio,390,Fayette,FAYETTE,470,Fayette,12726,12435,291,0
G3900490,1850,Ohio,390,Franklin,FRANKLIN,490,Franklin,42909,41302,1607,0
G3900510,1850,Ohio,390,Fulton,FULTON,510,Fulton,7781,7780,1,0
G3900530,1850,Ohio,390,Gallia,GALLIA,530,Gallia,17063,15865,1198,0
G3900550,1850,Ohio,390,Geauga,GEAUGA,550,Geauga,17827,17820,7,0
G3900570,1850,Ohio,390,Greene,GREENE,570,Greene,21946,21292,654,0
G3900590,1850,Ohio,390,Guernsey,GUERNSEY,590,Guernsey,30438,30270,168,0
G3900610,1850,Ohio,390,Hamilton,HAMILTON,610,Hamilton,156844,153244,3600,0
G3900630,1850,Ohio,390,Hancock,HANCOCK,630,Hancock,16751,16725,26,0
G3900650,1850,Ohio,390,Hardin,HARDIN,650,Hardin,8251,8237,14,0
G3900670,1850,Ohio,390,Harrison,HARRISON,670,Harrison,20157,19870,287,0
G3900690,1850,Ohio,390,Henry,HENRY,690,Henry,3434,3434,0,0
G3900710,1850,Ohio,390,Highland,HIGHLAND,710,Highland,25781,24885,896,0
G3900730,1850,Ohio,390,Hocking,HOCKING,730,Hocking,14119,14002,117,0
G3900750,1850,Ohio,390,Holmes,HOLMES,750,Holmes,20452,20447,5,0
G3900770,1850,Ohio,390,Huron,HURON,770,Huron,26203,26164,39,0
G3900790,1850,Ohio,390,Jackson,JACKSON,790,Jackson,12719,12328,391,0
G3900810,1850,Ohio,390,Jefferson,JEFFERSON,810,Jefferson,29133,28468,665,0
G3900830,1850,Ohio,390,Knox,KNOX,830,Knox,28872,28810,62,0
G3900850,1850,Ohio,390,Lake,LAKE,850,Lake,14654,14616,38,0
G3900870,1850,Ohio,390,Lawrence,LAWRENCE,870,Lawrence,15246,14920,326,0
G3900890,1850,Ohio,390,Licking,LICKING,890,Licking,38846,38718,128,0
G3900910,1850,Ohio,390,Logan,LOGAN,910,Logan,19162,18626,536,0
G3900930,1850,Ohio,390,Lorain,LORAIN,930,Lorain,26086,25822,264,0
G3900950,1850,Ohio,390,Lucas,LUCAS,950,Lucas,12363,12224,139,0
G3900970,1850,Ohio,390,Madison,MADISON,970,Madison,10015,9937,78,0
G3900990,1850,Ohio,390,Mahoning,MAHONING,990,Mahoning,23735,23645,90,0
G3901010,1850,Ohio,390,Marion,MARION,1010,Marion,12618,12597,21,0
G3901030,1850,Ohio,390,Medina,MEDINA,1030,Medina,24441,24406,35,0
G3901050,1850,Ohio,390,Meigs,MEIGS,1050,Meigs,17971,17919,52,0
G3901070,1850,Ohio,390,Mercer,MERCER,1070,Mercer,7712,7313,399,0
G3901090,1850,Ohio,390,Miami,MIAMI,1090,Miami,24999,24397,602,0
G3901110,1850,Ohio,390,Monroe,MONROE,1110,Monroe,28351,28282,69,0
G3901130,1850,Ohio,390,Montgomery,MONTGOMERY,1130,Montgomery,38218,37969,249,0
G3901150,1850,Ohio,390,Morgan,MORGAN,1150,Morgan,28585,28495,90,0
G3901170,1850,Ohio,390,Morrow,MORROW,1170,Morrow,20280,20262,18,0
G3901190,1850,Ohio,390,Muskingum,MUSKINGUM,1190,Muskingum,45049,44418,631,0
G3901230,1850,Ohio,390,Ottawa,OTTAWA,1230,Ottawa,3308,3307,1,0
G3901250,1850,Ohio,390,Paulding,PAULDING,1250,Paulding,1766,1765,1,0
G3901270,1850,Ohio,390,Perry,PERRY,1270,Perry,20775,20746,29,0
G3901290,1850,Ohio,390,Pickaway,PICKAWAY,1290,Pickaway,21006,20594,412,0
G3901310,1850,Ohio,390,Pike,PIKE,1310,Pike,10953,10335,618,0
G3901330,1850,Ohio,390,Portage,PORTAGE,1330,Portage,24419,24361,58,0
G3901350,1850,Ohio,390,Preble,PREBLE,1350,Preble,21736,21659,77,0
G3901370,1850,Ohio,390,Putnam,PUTNAM,1370,Putnam,7221,7210,11,0
G3901390,1850,Ohio,390,Richland,RICHLAND,1390,Richland,30879,30812,67,0
G3901410,1850,Ohio,390,Ross,ROSS,1410,Ross,32074,30168,1906,0
G3901430,1850,Ohio,390,Sandusky,SANDUSKY,1430,Sandusky,14305,14258,47,0
G3901450,1850,Ohio,390,Scioto,SCIOTO,1450,Scioto,18428,18217,211,0
G3901470,1850,Ohio,390,Seneca,SENECA,1470,Seneca,27104,26953,151,0
G3901490,1850,Ohio,390,Shelby,SHELBY,1490,Shelby,13958,13551,407,0
G3901510,1850,Ohio,390,Stark,STARK,1510,Stark,39878,39719,159,0
G3901530,1850,Ohio,390,Summit,SUMMIT,1530,Summit,27485,27364,121,0
G3901550,1850,Ohio,390,Trumbull,TRUMBULL,1550,Trumbull,30490,30425,65,0
G3901570,1850,Ohio,390,Tuscarawas,TUSCARAWAS,1570,Tuscarawas,31761,31672,89,0
G3901590,1850,Ohio,390,Union,UNION,1590,Union,12204,12076,128,0
G3901610,1850,Ohio,390,Van Wert,VAN WERT,1610,Van Wert,4793,4746,47,0
G3901630,1850,Ohio,390,Vinton,VINTON,1630,Vinton,9353,9246,107,0
G3901650,1850,Ohio,390,Warren,WARREN,1650,Warren,25560,24958,602,0
G3901670,1850,Ohio,390,Washington,WASHINGTON,1670,Washington,29540,29150,390,0
G3901690,1850,Ohio,390,Wayne,WAYNE,1690,Wayne,32981,32953,28,0
G3901710,1850,Ohio,390,Williams,WILLIAMS,1710,Williams,8018,8018,0,0
G3901730,1850,Ohio,390,Wood,WOOD,1730,Wood,9157,9139,18,0
G3901750,1850,Ohio,390,Wyandot,WYANDOT,1750,Wyandot,11194,11145,49,0
G4130015,1850,Oregon Territory,413,Benton,BENTON,15,Benton,814,810,4,0
G4130035,1850,Oregon Territory,413,Clackamas,CLACKAMAS,35,Clackamas,1859,1836,23,0
G4130055,1850,Oregon Territory,413,Clark,CLARK,55,Clark,643,592,51,0
G4130075,1850,Oregon Territory,413,Clatsop,CLATSOP,75,Clatsop,462,458,4,0
G4130095,1850,Oregon Territory,413,Lewis,LEWIS,95,Lewis,558,457,101,0
G4130115,1850,Oregon Territory,413,Linn,LINN,115,Linn,994,994,0,0
G4130135,1850,Oregon Territory,413,Marion,MARION,135,Marion,2749,2740,9,0
G4130155,1850,Oregon Territory,413,Polk,POLK,155,Polk,1051,1046,5,0
G4130175,1850,Oregon Territory,413,Washington,WASHINGTON,175,Washington,2652,2643,9,0
G4130195,1850,Oregon Territory,413,Yamhill,YAMHILL,195,Yamhill,1512,1511,1,0
G4200010,1850,Pennsylvania,420,Adams,ADAMS,10,Adams,25981,25426,555,0
G4200030,1850,Pennsylvania,420,Allegheny,ALLEGHENY,30,Allegheny,138290,134859,3431,0
G4200050,1850,Pennsylvania,420,Armstrong,ARMSTRONG,50,Armstrong,29560,29431,129,0
G4200070,1850,Pennsylvania,420,Beaver,BEAVER,70,Beaver,26689,26444,245,0
G4200090,1850,Pennsylvania,420,Bedford,BEDFORD,90,Bedford,23052,22637,415,0
G4200110,1850,Pennsylvania,420,Berks,BERKS,110,Berks,77129,76579,550,0
G4200130,1850,Pennsylvania,420,Blair,BLAIR,130,Blair,21777,21517,260,0
G4200150,1850,Pennsylvania,420,Bradford,BRADFORD,150,Bradford,42831,42634,197,0
G4200170,1850,Pennsylvania,420,Bucks,BUCKS,170,Bucks,56091,54369,1722,0
G4200190,1850,Pennsylvania,420,Butler,BUTLER,190,Butler,30346,30262,84,0
G4200210,1850,Pennsylvania,420,Cambria,CAMBRIA,210,Cambria,17773,17645,128,0
G4200250,1850,Pennsylvania,420,Carbon,CARBON,250,Carbon,15686,15656,30,0
G4200270,1850,Pennsylvania,420,Centre,CENTRE,270,Centre,23355,23112,243,0
G4200290,1850,Pennsylvania,420,Chester,CHESTER,290,Chester,66438,61215,5223,0
G4200310,1850,Pennsylvania,420,Clarion,CLARION,310,Clarion,23565,23448,117,0
G4200330,1850,Pennsylvania,420,Clearfield,CLEARFIELD,330,Clearfield,12586,12482,104,0
G4200350,1850,Pennsylvania,420,Clinton,CLINTON,350,Clinton,11207,11055,152,0
G4200370,1850,Pennsylvania,420,Columbia,COLUMBIA,370,Columbia,17710,17607,103,0
G4200390,1850,Pennsylvania,420,Crawford,CRAWFORD,390,Crawford,37849,37750,99,0
G4200410,1850,Pennsylvania,420,Cumberland,CUMBERLAND,410,Cumberland,34327,33370,957,0
G4200430,1850,Pennsylvania,420,Dauphin,DAUPHIN,430,Dauphin,35754,34476,1278,0
G4200450,1850,Pennsylvania,420,Delaware,DELAWARE,450,Delaware,24679,23122,1557,0
G4200470,1850,Pennsylvania,420,Elk,ELK,470,Elk,3531,3529,2,0
G4200490,1850,Pennsylvania,420,Erie,ERIE,490,Erie,38742,38593,149,0
G4200510,1850,Pennsylvania,420,Fayette,FAYETTE,510,Fayette,39112,37443,1669,0
G4200550,1850,Pennsylvania,420,Franklin,FRANKLIN,550,Franklin,39904,37956,1948,0
G4200570,1850,Pennsylvania,420,Fulton,FULTON,570,Fulton,7567,7474,93,0
G4200590,1850,Pennsylvania,420,Greene,GREENE,590,Greene,22136,21660,476,0
G4200610,1850,Pennsylvania,420,Huntingdon,HUNTINGDON,610,Huntingdon,24786,24451,335,0
G4200630,1850,Pennsylvania,420,Indiana,INDIANA,630,Indiana,27170,26916,254,0
G4200650,1850,Pennsylvania,420,Jefferson,JEFFERSON,650,Jefferson,13518,13424,94,0
G4200670,1850,Pennsylvania,420,Juniata,JUNIATA,670,Juniata,13029,12898,131,0
G4200710,1850,Pennsylvania,420,Lancaster,LANCASTER,710,Lancaster,98944,95330,3614,0
G4200730,1850,Pennsylvania,420,Lawrence,LAWRENCE,730,Lawrence,21079,20947,132,0
